Age,Gender,Income,Travel_Frequency,Preferred_Activities,Vacation_Budget,Location,Proximity_to_Mountains,Proximity_to_Beaches,Favorite_Season,Pets,Environmental_Concerns,Preference
27,male,72634,4,sunbathing,1677,urban,119,95,spring,0,0,0
64,male,37158,5,swimming,1985,urban,141,169,summer,1,0,0
28,male,80520,7,skiing,930,suburban,153,21,winter,1,0,0
31,female,86777,6,skiing,3816,suburban,96,196,spring,0,0,1
55,non-binary,112434,9,swimming,2195,urban,95,126,summer,1,1,0
29,male,86471,6,swimming,1013,urban,38,43,spring,0,0,0
62,non-binary,116276,7,skiing,4794,suburban,101,232,summer,1,1,1
34,male,95065,1,swimming,4049,suburban,134,244,summer,1,1,0
33,non-binary,39913,2,sunbathing,3643,urban,125,29,fall,1,1,0
52,male,90435,2,swimming,4425,rural,125,237,winter,1,0,0
19,male,64031,9,hiking,4922,rural,13,103,summer,0,1,1
28,female,32095,3,hiking,1336,rural,115,256,spring,1,1,1
58,female,108090,6,skiing,1018,urban,215,30,spring,0,1,0
20,male,43175,2,sunbathing,2312,rural,145,104,summer,1,1,0
46,non-binary,50080,1,sunbathing,1255,suburban,119,239,summer,1,0,0
35,female,39070,7,sunbathing,4914,rural,108,89,summer,1,1,0
37,female,36456,6,sunbathing,1688,rural,277,178,winter,0,0,0
64,female,62374,8,sunbathing,2773,urban,119,6,winter,0,0,0
31,female,51195,2,skiing,4400,rural,68,230,winter,0,0,1
51,male,87964,7,skiing,4068,urban,40,181,summer,0,0,1
66,non-binary,83969,3,hiking,3961,urban,171,247,summer,0,1,1
48,female,59055,2,skiing,4611,suburban,262,170,spring,0,0,0
57,female,57577,4,sunbathing,3196,rural,21,79,fall,1,0,0
59,non-binary,60265,5,skiing,3286,urban,298,42,spring,1,0,0
35,female,38605,4,skiing,2057,urban,199,233,winter,0,0,1
47,non-binary,105916,6,sunbathing,4729,urban,16,224,winter,1,1,0
42,male,81144,8,swimming,4981,suburban,24,13,summer,1,1,0
36,female,54226,2,swimming,3154,rural,117,214,spring,1,1,0
25,non-binary,105714,0,hiking,3213,suburban,225,140,fall,0,0,0
45,female,105492,1,sunbathing,1291,rural,254,148,fall,1,1,0
25,male,101566,4,skiing,2008,rural,109,40,fall,1,0,0
48,non-binary,119869,9,swimming,1438,suburban,92,163,summer,0,0,0
20,non-binary,23361,6,swimming,4085,urban,290,43,spring,1,0,0
20,non-binary,21755,1,sunbathing,1096,urban,3,54,summer,0,0,0
61,female,30514,9,swimming,3837,suburban,214,93,winter,0,0,0
39,non-binary,50107,3,skiing,1247,rural,80,102,summer,0,0,1
34,non-binary,73253,0,skiing,2454,suburban,208,126,fall,0,0,0
53,non-binary,61562,0,sunbathing,3922,rural,24,248,fall,0,1,0
34,male,67267,0,skiing,744,suburban,135,162,winter,1,1,1
31,non-binary,44064,7,sunbathing,3666,rural,237,283,fall,1,1,0
68,non-binary,49742,2,skiing,3146,suburban,220,215,summer,0,1,0
26,non-binary,85558,1,skiing,3061,suburban,234,269,spring,0,1,1
47,male,105186,6,swimming,613,urban,156,155,summer,1,0,0
38,non-binary,76404,1,sunbathing,3000,urban,235,154,summer,1,1,0
29,female,79735,4,skiing,1865,suburban,90,108,spring,0,0,1
54,non-binary,62894,6,sunbathing,2424,suburban,151,71,spring,1,0,0
49,female,114154,8,sunbathing,3715,urban,15,186,fall,1,1,0
28,male,118882,9,hiking,2862,rural,203,185,fall,1,0,0
37,male,74570,8,skiing,3337,suburban,276,289,summer,1,0,1
52,non-binary,44455,8,hiking,1348,urban,242,191,winter,0,0,0
64,non-binary,107410,3,skiing,4674,suburban,270,52,summer,1,1,0
63,male,60545,3,skiing,3431,rural,96,17,fall,1,0,0
28,male,82433,7,skiing,1411,rural,17,231,summer,1,0,1
69,male,65227,5,hiking,595,rural,21,58,spring,1,0,1
25,female,74503,2,sunbathing,1346,urban,154,242,winter,0,1,0
21,female,32773,4,hiking,2780,rural,272,113,winter,0,1,0
44,non-binary,49378,1,skiing,3511,rural,15,193,spring,1,1,1
61,female,107199,1,skiing,3273,rural,221,204,winter,1,1,0
57,male,40522,3,sunbathing,4812,suburban,7,228,summer,1,1,0
55,non-binary,69898,9,skiing,778,urban,182,143,winter,0,1,0
64,female,33769,6,swimming,1135,suburban,249,8,spring,1,1,0
47,non-binary,109545,3,swimming,3999,suburban,43,233,summer,1,0,0
61,female,81245,4,hiking,4919,urban,71,26,spring,0,1,0
65,non-binary,51984,9,hiking,3510,suburban,243,170,spring,0,1,0
65,male,29610,8,sunbathing,2083,urban,294,37,summer,0,0,0
44,male,82925,2,swimming,3292,suburban,182,49,fall,1,0,0
38,male,40958,7,swimming,744,urban,162,26,winter,0,1,0
69,female,64168,2,sunbathing,587,rural,120,3,fall,1,0,0
37,non-binary,93263,2,swimming,3041,rural,143,135,summer,1,0,0
21,non-binary,22949,3,swimming,4835,rural,82,67,fall,1,1,0
28,non-binary,57104,5,skiing,4677,suburban,203,125,winter,0,0,0
30,female,97365,4,swimming,1104,rural,174,17,spring,0,0,0
26,male,31069,8,sunbathing,3478,rural,253,291,summer,1,1,0
21,male,92830,6,sunbathing,1237,urban,15,245,summer,1,0,0
29,non-binary,60418,9,skiing,722,suburban,167,259,winter,0,1,1
26,non-binary,60289,4,swimming,1556,suburban,60,56,summer,0,0,0
30,female,84055,6,hiking,1173,urban,141,89,summer,1,1,0
65,non-binary,94326,7,skiing,3507,urban,77,28,summer,1,0,0
43,non-binary,88738,2,skiing,2461,rural,200,36,winter,0,1,0
55,female,94623,4,hiking,3785,urban,294,2,summer,0,0,0
59,non-binary,27934,6,sunbathing,671,urban,248,135,fall,1,0,0
30,male,109148,8,skiing,3628,rural,264,202,summer,1,1,0
56,female,93614,2,swimming,4443,urban,35,48,winter,0,0,0
45,male,109828,8,swimming,4864,suburban,295,190,fall,0,1,0
36,non-binary,65546,9,swimming,718,rural,122,9,spring,1,1,0
41,non-binary,37666,6,sunbathing,2205,urban,120,161,summer,1,0,0
36,female,52142,0,hiking,2236,suburban,89,125,winter,1,0,1
66,female,45538,0,sunbathing,2496,urban,161,66,spring,0,1,0
30,female,27836,5,skiing,4871,rural,263,227,summer,1,1,0
30,female,37694,1,hiking,1144,urban,111,10,winter,1,1,0
45,non-binary,113510,4,swimming,1813,urban,248,241,fall,0,0,0
19,non-binary,106582,6,swimming,4223,urban,275,234,fall,0,1,0
27,male,94698,4,skiing,1757,suburban,187,113,spring,0,1,0
39,male,58895,0,sunbathing,3157,suburban,120,178,summer,1,1,0
30,female,79483,7,sunbathing,2870,suburban,159,200,fall,1,0,0
26,non-binary,94619,2,skiing,3193,rural,115,169,spring,0,1,1
50,female,71427,0,hiking,1649,urban,168,220,fall,0,0,1
31,female,77258,6,swimming,1464,urban,99,130,fall,0,1,0
65,female,31373,3,swimming,4293,suburban,296,104,spring,1,1,0
37,female,44423,0,hiking,1696,suburban,78,78,fall,0,0,0
32,female,58864,4,hiking,2399,rural,154,194,fall,0,0,1
49,non-binary,91217,9,sunbathing,1519,rural,64,89,winter,1,0,0
50,male,63557,6,hiking,842,urban,128,228,summer,1,1,1
34,female,64116,3,swimming,1878,urban,40,16,fall,0,0,0
41,non-binary,92371,3,hiking,4075,rural,67,254,summer,0,0,1
47,female,74611,1,swimming,3159,urban,267,84,fall,1,0,0
30,non-binary,45797,6,sunbathing,4344,urban,67,258,fall,0,0,0
64,male,47723,7,sunbathing,508,urban,151,272,fall,0,0,0
65,male,111088,6,skiing,2651,rural,258,207,winter,0,1,0
33,non-binary,53964,4,hiking,3532,urban,33,195,fall,1,0,1
19,female,76544,0,swimming,3200,rural,41,205,winter,0,1,0
34,male,61571,3,sunbathing,1175,urban,247,271,summer,0,1,0
49,female,75314,0,swimming,4357,urban,188,125,winter,1,1,0
60,female,49439,0,hiking,4938,urban,49,209,spring,0,0,1
25,non-binary,25764,1,swimming,1752,rural,233,263,fall,1,0,0
69,female,67340,1,skiing,3596,urban,127,144,spring,1,0,1
20,non-binary,46025,0,swimming,4757,suburban,173,288,spring,1,0,0
29,non-binary,96409,1,hiking,3853,urban,8,164,winter,1,1,1
37,non-binary,98831,4,swimming,2248,urban,108,109,winter,0,0,0
33,male,105533,0,hiking,2444,suburban,122,229,summer,1,1,1
31,female,64619,5,swimming,3777,suburban,97,294,summer,0,0,0
33,non-binary,21829,1,hiking,3896,rural,228,98,summer,0,1,0
66,non-binary,97139,8,sunbathing,2246,rural,4,224,winter,1,1,0
60,female,43836,5,skiing,3850,suburban,14,142,spring,0,0,1
66,male,70957,0,sunbathing,2799,rural,161,104,winter,1,0,0
68,non-binary,91385,2,hiking,1269,suburban,88,174,summer,0,1,1
50,non-binary,86017,1,sunbathing,4989,rural,238,275,fall,0,1,0
47,non-binary,75881,6,sunbathing,3085,urban,294,85,summer,1,0,0
29,non-binary,81274,3,sunbathing,2092,urban,21,65,winter,0,0,0
32,female,49432,2,sunbathing,1441,suburban,217,256,fall,1,0,0
35,non-binary,85131,1,sunbathing,3546,rural,230,45,fall,0,0,0
45,male,56072,4,hiking,2492,suburban,190,3,spring,1,0,0
40,female,72456,3,hiking,2249,urban,124,207,winter,1,1,1
31,male,55593,5,hiking,2516,rural,61,161,summer,1,1,1
47,female,104006,8,sunbathing,4534,suburban,98,218,winter,1,1,0
50,female,109147,8,hiking,3114,urban,9,272,winter,1,0,1
62,female,69377,3,sunbathing,2876,rural,63,52,winter,1,1,0
32,male,22966,5,hiking,2521,suburban,261,254,spring,0,1,0
24,male,104447,2,sunbathing,3905,urban,66,223,winter,1,1,0
32,non-binary,59317,0,sunbathing,3907,suburban,249,60,summer,1,1,0
69,male,27125,7,sunbathing,4255,rural,202,187,summer,1,0,0
59,non-binary,87926,9,sunbathing,4737,suburban,211,145,summer,0,1,0
63,female,22837,6,hiking,1914,rural,260,24,winter,1,0,0
55,non-binary,27101,4,swimming,1668,suburban,121,221,fall,1,0,0
63,male,91389,6,sunbathing,4712,rural,214,211,summer,1,0,0
61,female,31538,5,swimming,3374,suburban,120,9,summer,0,1,0
28,female,107061,7,hiking,4009,rural,280,278,spring,0,1,0
46,non-binary,69790,8,skiing,3018,urban,263,78,fall,0,1,0
48,non-binary,34720,6,swimming,2353,urban,225,13,fall,1,1,0
42,male,82113,1,swimming,1791,urban,227,0,winter,0,1,0
69,female,60451,6,swimming,2328,suburban,154,195,spring,1,0,0
41,non-binary,70732,9,swimming,3025,suburban,251,267,spring,1,1,0
36,female,99115,4,skiing,4419,urban,231,262,fall,0,1,1
19,male,99963,1,skiing,702,urban,76,176,fall,1,0,1
39,female,99140,5,skiing,4929,rural,100,94,fall,0,0,0
37,non-binary,85922,1,skiing,4928,urban,193,144,spring,1,0,0
50,male,52411,6,skiing,3796,urban,276,76,winter,1,1,0
25,male,58620,6,skiing,2649,urban,60,58,summer,0,1,0
42,female,25249,0,skiing,3178,suburban,272,293,winter,0,1,1
63,non-binary,29143,6,swimming,4890,suburban,216,6,spring,0,1,0
26,female,73732,1,sunbathing,773,urban,112,118,fall,1,0,0
51,female,44512,5,skiing,2464,suburban,285,174,winter,1,0,0
40,female,97613,7,hiking,2802,suburban,221,276,fall,0,0,1
22,non-binary,44686,5,swimming,4384,rural,102,122,spring,1,0,0
42,female,36099,7,sunbathing,4544,rural,107,78,summer,0,1,0
25,female,52171,8,swimming,3023,rural,45,209,spring,1,0,0
33,male,43785,1,hiking,3881,urban,209,278,fall,1,1,1
65,male,91569,0,hiking,1070,suburban,287,154,fall,1,1,0
62,male,116968,1,skiing,1928,suburban,199,107,summer,0,1,0
69,non-binary,50756,2,hiking,2183,urban,194,170,summer,1,0,0
32,female,48440,8,skiing,4574,suburban,218,111,fall,0,1,0
18,female,49800,2,hiking,4951,suburban,277,292,spring,0,0,1
39,male,51058,8,hiking,4064,rural,95,135,fall,0,0,1
20,female,99037,2,skiing,2355,rural,273,230,summer,0,0,0
55,non-binary,46352,6,skiing,1124,urban,269,56,spring,0,1,0
31,female,22238,4,hiking,4431,suburban,20,3,summer,0,0,0
53,male,43438,2,hiking,4502,suburban,32,51,summer,1,1,1
35,non-binary,91469,7,hiking,1547,rural,279,111,spring,0,1,0
64,female,112215,3,sunbathing,2239,rural,189,202,winter,0,1,0
58,female,33425,3,skiing,1241,suburban,200,6,spring,1,1,0
35,female,23097,6,skiing,1536,urban,194,54,summer,1,1,0
20,non-binary,89741,4,skiing,1586,rural,29,77,spring,1,0,1
27,female,96735,0,hiking,1598,urban,170,22,summer,0,1,0
66,male,93619,2,swimming,910,urban,170,116,spring,0,1,0
56,male,38882,6,sunbathing,1889,urban,34,250,winter,1,0,0
64,male,81592,6,sunbathing,3630,rural,296,216,spring,1,0,0
18,male,28980,6,sunbathing,4042,urban,194,70,summer,1,0,0
44,non-binary,71873,3,hiking,4975,suburban,33,154,summer,1,0,1
44,male,37395,6,skiing,504,rural,41,213,spring,0,1,1
28,male,31877,3,swimming,3829,rural,266,202,summer,0,0,0
66,male,48008,0,skiing,2176,urban,10,29,summer,1,0,1
22,non-binary,56376,2,swimming,1720,suburban,109,218,summer,0,1,0
24,non-binary,89824,9,swimming,4524,rural,179,89,spring,0,1,0
36,female,49596,5,skiing,2289,rural,11,288,spring,1,1,1
46,male,26943,6,skiing,623,rural,189,87,fall,0,0,0
32,female,78111,8,sunbathing,4252,rural,229,146,spring,0,0,0
52,non-binary,103310,9,skiing,1464,urban,136,222,spring,0,1,1
64,female,115104,5,swimming,2530,rural,220,107,fall,0,1,0
54,non-binary,104919,4,hiking,4270,urban,221,4,summer,0,0,0
29,female,73519,6,hiking,1777,suburban,160,73,fall,0,1,0
47,male,94271,2,swimming,4309,rural,173,217,summer,0,0,0
37,non-binary,74510,4,swimming,3022,suburban,249,64,spring,0,0,0
54,non-binary,36334,2,hiking,2949,rural,196,263,winter,1,1,1
20,non-binary,93092,2,hiking,655,suburban,275,82,summer,0,1,0
26,male,84469,1,hiking,3657,rural,160,28,summer,0,0,0
58,male,114058,2,hiking,1767,urban,217,150,summer,1,0,0
56,non-binary,20327,9,skiing,4922,urban,186,166,fall,1,0,0
43,non-binary,25710,5,sunbathing,2353,rural,257,175,summer,0,0,0
19,male,91443,9,sunbathing,1668,suburban,113,236,summer,0,1,0
40,male,59001,2,hiking,2707,urban,98,67,spring,0,0,0
40,male,22499,8,sunbathing,614,urban,105,224,winter,0,0,0
38,male,97246,3,hiking,3847,suburban,285,187,fall,0,0,0
33,male,64441,7,skiing,1077,rural,55,146,winter,1,0,1
26,male,38249,8,sunbathing,4219,urban,133,295,spring,0,1,0
30,female,68879,3,sunbathing,2022,suburban,266,291,fall,1,1,0
45,male,90204,1,skiing,2612,suburban,263,100,summer,1,0,0
44,male,59310,3,sunbathing,2455,rural,143,180,summer,1,1,0
68,non-binary,106687,1,hiking,2873,urban,177,113,fall,0,0,0
69,non-binary,62079,6,hiking,2688,suburban,119,202,winter,0,1,1
34,female,65973,6,hiking,3996,urban,48,5,spring,0,1,0
55,male,71989,2,swimming,3947,suburban,197,190,spring,0,0,0
53,non-binary,104799,3,swimming,992,rural,101,123,summer,1,0,0
18,non-binary,23415,6,skiing,2810,rural,212,122,spring,1,1,0
35,female,48136,6,skiing,4835,rural,150,234,spring,0,1,1
68,male,104274,9,skiing,824,urban,293,256,winter,1,0,0
26,non-binary,52470,6,sunbathing,4318,rural,3,158,summer,1,0,0
30,male,111762,2,hiking,4013,rural,117,177,fall,1,1,1
57,female,68765,2,swimming,1005,suburban,283,23,summer,0,0,0
62,female,47572,4,skiing,830,rural,130,37,spring,0,0,0
32,male,108291,9,swimming,2227,rural,25,173,fall,1,0,0
60,female,74500,0,sunbathing,2919,suburban,191,257,fall,1,1,0
61,non-binary,118690,2,sunbathing,3908,urban,208,23,fall,1,1,0
63,female,76690,8,hiking,1514,rural,227,203,fall,0,0,0
21,female,114092,7,skiing,3508,urban,80,119,fall,1,1,1
50,male,48635,3,hiking,3177,urban,289,289,fall,0,0,0
41,non-binary,76121,3,skiing,4991,urban,298,122,winter,1,0,0
53,male,36407,2,hiking,1021,suburban,149,44,summer,1,1,0
68,male,89554,6,swimming,4247,suburban,67,89,spring,1,1,0
58,male,51756,9,swimming,1480,urban,119,89,fall,1,1,0
27,female,117175,7,sunbathing,4387,urban,79,114,winter,1,0,0
53,female,81104,7,sunbathing,3627,urban,13,3,spring,1,0,0
37,male,92081,4,hiking,1919,rural,108,106,fall,1,0,0
58,female,62169,0,sunbathing,615,suburban,85,57,winter,1,1,0
62,female,59838,8,sunbathing,1456,urban,275,195,winter,1,0,0
61,male,43030,5,skiing,3027,suburban,212,196,winter,0,1,0
28,non-binary,111297,8,hiking,4439,urban,85,200,summer,0,1,1
29,non-binary,77183,2,hiking,1955,suburban,69,2,spring,1,1,0
35,female,78825,9,sunbathing,927,suburban,282,9,winter,1,0,0
47,non-binary,83518,4,hiking,3881,rural,217,115,summer,1,1,0
61,non-binary,55682,9,sunbathing,1729,rural,106,110,spring,0,0,0
65,female,29294,8,sunbathing,3121,rural,161,242,fall,0,1,0
54,non-binary,76602,6,sunbathing,4806,rural,122,294,summer,0,1,0
37,female,65242,2,hiking,3349,rural,84,101,fall,0,1,1
42,male,27542,7,skiing,886,rural,92,43,summer,0,0,0
29,non-binary,44960,6,sunbathing,1894,suburban,103,92,winter,1,1,0
38,male,80099,4,swimming,1872,rural,104,96,winter,0,0,0
42,male,92086,4,skiing,892,suburban,291,18,winter,0,0,0
28,female,29981,8,sunbathing,4258,suburban,29,51,summer,0,0,0
26,non-binary,96641,6,skiing,3495,urban,46,197,winter,1,1,1
67,non-binary,57683,8,hiking,1115,urban,236,200,spring,1,0,0
42,non-binary,86488,6,skiing,2321,suburban,242,230,spring,0,1,0
52,non-binary,86134,4,swimming,3212,suburban,170,146,winter,0,0,0
69,female,56786,7,skiing,4479,rural,277,212,spring,0,1,0
49,male,103922,5,hiking,991,urban,263,53,winter,1,0,0
66,non-binary,104090,2,sunbathing,3385,urban,145,76,spring,1,1,0
31,non-binary,46067,4,sunbathing,2669,rural,56,292,summer,0,1,0
18,female,35550,1,sunbathing,563,urban,26,229,winter,1,1,0
34,non-binary,79603,9,sunbathing,1127,urban,0,209,fall,1,0,0
42,non-binary,52476,8,sunbathing,3425,rural,142,63,spring,0,0,0
25,male,26988,1,sunbathing,2769,rural,242,12,fall,1,1,0
22,non-binary,94011,5,skiing,967,suburban,145,203,summer,1,0,1
22,non-binary,79671,4,hiking,2116,urban,225,13,winter,0,0,0
58,male,108829,4,skiing,2299,urban,103,125,summer,1,0,1
52,non-binary,68405,1,sunbathing,4789,urban,52,184,winter,1,1,0
36,male,42997,1,sunbathing,749,suburban,276,194,spring,0,1,0
40,female,88775,4,swimming,1080,urban,115,237,spring,1,0,0
26,male,23274,0,hiking,3882,rural,84,250,fall,1,0,1
47,male,66983,2,hiking,2268,urban,99,123,spring,1,0,1
67,non-binary,109183,2,swimming,4748,urban,5,18,spring,1,0,0
33,non-binary,22775,1,sunbathing,4235,rural,292,168,summer,1,1,0
50,non-binary,118059,7,sunbathing,1660,urban,97,146,summer,0,1,0
19,non-binary,57479,6,sunbathing,3593,rural,256,241,winter,1,0,0
31,male,31924,3,swimming,2713,suburban,119,257,summer,0,0,0
63,female,56223,5,sunbathing,1661,suburban,222,235,winter,0,0,0
18,non-binary,100550,3,skiing,2477,rural,208,233,summer,1,1,1
43,male,49804,5,hiking,547,suburban,243,262,winter,1,0,1
42,female,96605,5,hiking,2952,suburban,111,162,summer,0,1,1
33,female,113521,6,hiking,4112,urban,230,165,winter,1,1,0
32,female,32265,8,skiing,3876,rural,297,180,spring,0,0,0
43,male,119385,9,skiing,742,suburban,115,280,summer,0,0,1
64,non-binary,57821,0,skiing,4081,rural,220,118,winter,1,0,0
61,male,66277,7,skiing,844,urban,26,114,spring,0,0,1
33,non-binary,58572,8,skiing,4511,urban,50,221,spring,0,1,1
31,female,59246,4,hiking,1884,rural,221,204,summer,0,1,0
46,female,92684,5,skiing,4380,urban,249,176,fall,0,1,0
41,male,102702,2,sunbathing,4347,suburban,19,213,fall,0,0,0
64,female,119645,2,skiing,3371,urban,287,287,fall,1,1,0
32,male,78533,7,skiing,4431,suburban,53,6,spring,1,1,0
36,non-binary,41490,3,sunbathing,839,rural,277,140,fall,1,0,0
25,female,79967,1,skiing,2707,urban,52,151,winter,0,1,1
51,non-binary,118923,7,skiing,1419,suburban,159,78,spring,0,0,0
19,female,101276,1,sunbathing,2217,rural,123,46,summer,0,1,0
44,non-binary,93331,2,hiking,3365,urban,155,268,summer,0,1,1
27,female,99603,7,hiking,4866,suburban,176,129,winter,0,0,0
52,non-binary,86903,9,skiing,4754,suburban,255,233,fall,0,0,0
40,female,29926,9,hiking,1689,urban,15,47,winter,0,1,1
66,male,117160,3,sunbathing,2861,rural,203,229,winter,0,0,0
25,non-binary,102634,7,swimming,2293,urban,242,134,summer,0,0,0
45,non-binary,34287,6,swimming,3237,rural,70,78,summer,0,0,0
40,male,102886,1,hiking,576,rural,175,51,fall,0,0,0
21,male,100461,9,hiking,900,suburban,284,151,summer,0,1,0
31,male,32224,8,swimming,1503,suburban,23,111,summer,0,1,0
59,female,116048,6,hiking,2803,rural,245,174,spring,1,0,0
46,male,64261,4,sunbathing,1025,urban,8,219,winter,0,1,0
18,female,26945,0,sunbathing,1047,urban,63,55,fall,0,0,0
21,female,98329,6,sunbathing,3972,suburban,142,239,spring,0,1,0
49,male,89832,1,hiking,1258,suburban,266,77,summer,1,0,0
50,male,27163,2,skiing,3256,suburban,258,140,summer,1,0,0
66,female,98867,5,skiing,3713,urban,171,276,summer,1,0,1
43,non-binary,55571,1,hiking,2100,rural,226,185,spring,0,1,0
34,non-binary,34181,8,sunbathing,3619,suburban,3,234,fall,1,0,0
56,male,77054,3,swimming,1243,rural,164,96,fall,1,1,0
40,non-binary,69620,7,swimming,1486,rural,117,133,winter,0,1,0
49,female,68332,8,swimming,2376,urban,120,141,winter,0,0,0
69,non-binary,96846,2,sunbathing,4405,rural,34,118,fall,1,0,0
32,female,65080,1,skiing,2716,urban,185,166,spring,1,0,0
30,male,64645,0,swimming,3722,suburban,213,144,fall,0,0,0
19,male,21340,7,swimming,2650,suburban,281,179,spring,0,0,0
36,non-binary,48339,9,skiing,596,rural,10,113,summer,0,1,1
41,male,60054,8,swimming,3760,suburban,126,77,summer,0,1,0
62,male,95743,4,sunbathing,4327,rural,82,190,winter,0,1,0
41,female,40687,7,hiking,1304,urban,58,192,fall,0,0,1
28,female,53780,9,hiking,725,suburban,87,193,summer,0,1,1
39,female,71219,0,swimming,2205,suburban,59,172,winter,0,0,0
32,female,110069,6,sunbathing,3371,suburban,3,174,spring,1,1,0
27,male,31881,3,sunbathing,2236,suburban,6,177,summer,1,1,0
58,female,22732,3,skiing,3386,urban,18,93,fall,1,1,1
44,female,83524,6,swimming,2957,rural,115,210,spring,1,1,0
26,female,73390,0,swimming,2722,suburban,49,60,summer,1,0,0
69,non-binary,27304,1,sunbathing,915,suburban,226,218,fall,1,1,0
45,female,71371,3,sunbathing,3879,urban,248,208,winter,1,0,0
18,male,92235,1,hiking,1990,urban,87,51,winter,1,0,0
34,male,89239,7,sunbathing,1897,suburban,190,127,summer,0,1,0
48,female,53621,8,skiing,4140,suburban,268,61,winter,0,0,0
61,non-binary,69547,9,swimming,4518,rural,141,119,winter,1,0,0
27,non-binary,55738,9,skiing,2391,urban,48,84,spring,1,0,1
54,non-binary,29106,0,swimming,2511,rural,237,108,spring,1,0,0
46,non-binary,98025,6,hiking,3289,rural,183,282,spring,0,1,1
35,female,87554,6,hiking,2027,urban,250,81,summer,1,0,0
64,female,76255,8,swimming,1443,rural,135,57,summer,0,1,0
55,male,104843,9,skiing,3692,urban,181,260,summer,0,1,1
56,male,68011,2,swimming,1545,rural,143,295,winter,0,1,0
66,non-binary,88657,0,skiing,1094,suburban,213,75,summer,1,0,0
23,non-binary,61724,8,hiking,4133,urban,91,124,fall,0,0,1
57,male,64871,2,hiking,3943,rural,271,15,summer,1,1,0
29,male,28038,6,skiing,2695,suburban,12,236,spring,1,0,1
31,non-binary,116594,3,skiing,3079,urban,18,99,fall,0,0,1
61,male,119672,9,sunbathing,2549,suburban,35,243,fall,0,1,0
27,non-binary,84759,2,hiking,3381,suburban,182,99,summer,1,1,0
37,female,23593,7,swimming,4375,rural,166,229,summer,0,1,0
32,non-binary,60559,3,swimming,3945,rural,105,115,summer,0,1,0
48,female,71441,5,hiking,3373,suburban,218,46,fall,0,0,0
24,female,38876,9,skiing,4108,rural,177,62,spring,0,1,0
58,female,100348,4,hiking,4883,suburban,279,210,summer,1,0,0
27,male,100245,0,swimming,1330,urban,167,165,fall,1,1,0
27,male,58448,3,swimming,4385,urban,68,71,fall,0,1,0
65,non-binary,87632,6,hiking,1036,suburban,287,273,spring,0,0,0
56,female,45593,1,skiing,1030,rural,6,216,fall,1,1,1
45,non-binary,93035,3,swimming,4665,urban,27,294,winter,1,1,0
47,female,87104,0,sunbathing,3488,rural,54,22,summer,1,1,0
54,female,37229,0,swimming,4638,suburban,30,17,summer,1,1,0
20,non-binary,84790,0,hiking,3478,rural,71,127,fall,1,0,1
67,non-binary,83472,1,sunbathing,3678,suburban,260,7,winter,0,0,0
60,non-binary,57044,3,hiking,3267,urban,283,207,winter,1,0,0
32,non-binary,48964,4,sunbathing,1087,suburban,221,110,summer,0,1,0
38,male,103164,7,sunbathing,2174,suburban,148,232,summer,0,0,0
69,female,82947,5,sunbathing,1776,suburban,43,194,summer,0,1,0
54,female,57505,5,hiking,1319,suburban,133,150,spring,0,0,1
29,male,20915,1,sunbathing,3442,suburban,245,162,winter,0,1,0
21,female,109092,4,hiking,1848,rural,174,13,summer,1,1,0
64,male,102394,6,skiing,4691,urban,285,82,fall,1,1,0
26,female,44401,7,skiing,987,rural,157,210,fall,0,1,1
56,male,99564,0,hiking,4644,suburban,223,44,winter,1,1,0
59,male,25589,1,skiing,3708,urban,115,72,summer,1,0,0
45,female,41708,6,skiing,3664,urban,159,39,winter,1,0,0
40,female,58667,3,hiking,2420,rural,93,7,winter,0,1,0
62,female,61401,2,sunbathing,3237,suburban,9,26,summer,1,0,0
57,non-binary,101891,2,sunbathing,1908,urban,67,165,winter,1,0,0
61,female,93670,8,sunbathing,604,urban,208,108,spring,1,1,0
39,female,82021,2,hiking,2522,suburban,290,35,winter,0,0,0
41,female,51783,6,hiking,4170,urban,109,10,spring,0,0,0
68,non-binary,104324,5,hiking,1832,rural,222,214,fall,0,1,0
43,female,49829,9,sunbathing,1787,urban,64,0,spring,0,1,0
47,male,82554,4,sunbathing,4665,rural,30,279,spring,1,0,0
50,male,66328,7,swimming,2661,rural,145,89,spring,1,1,0
33,non-binary,38770,2,hiking,4856,urban,85,77,fall,1,1,0
39,non-binary,97768,3,sunbathing,1337,urban,158,147,fall,1,1,0
66,non-binary,25425,5,skiing,1987,urban,286,281,winter,1,0,0
67,non-binary,33824,6,skiing,640,suburban,201,145,winter,0,1,0
60,non-binary,116941,5,skiing,2765,urban,12,71,fall,1,1,1
35,female,21161,8,sunbathing,1070,urban,152,80,fall,0,1,0
24,male,32912,2,skiing,4890,suburban,3,225,summer,0,0,1
67,male,34058,1,skiing,1516,rural,254,172,fall,0,1,0
43,female,109101,7,swimming,1078,urban,200,27,winter,0,0,0
25,non-binary,104013,5,skiing,2754,suburban,116,261,fall,0,1,1
23,female,107591,3,hiking,2775,rural,293,292,winter,1,0,0
47,non-binary,54929,2,skiing,3077,rural,286,166,winter,0,1,0
56,male,87825,1,hiking,917,rural,20,2,winter,0,1,0
40,male,33840,5,skiing,2301,rural,165,157,summer,0,1,0
49,non-binary,80333,1,sunbathing,2623,rural,154,16,fall,1,0,0
39,female,114439,4,swimming,4710,suburban,203,204,spring,1,0,0
